	source	target	direction	stimulation	inhibition	sources	references
405	Q16665	P01588	1	1	0	BioGRID;SIGNOR;Wang	BioGRID:11306706;SIGNOR:8756616
406	Q15256	P40763	1	0	1	ProtMapper;SIGNOR;SIGNOR_ProtMapper	ProtMapper:17360477;SIGNOR:17360477
407	P07900	P04150	1	0	1	BioGRID;DIP;HPRD;IntAct;Lit-BM-17;SIGNOR	BioGRID:10066374;BioGRID:8089152;BioGRID:8139547;BioGRID:8621522;BioGRID:8645634;BioGRID:8898375;BioGRID:9334248;DIP:8089152;HPRD:10066374;HPRD:8621522;HPRD:8645634;HPRD:8898375;HPRD:9334248;IntAct:20195357;Lit-BM-17:10903152;Lit-BM-17:12093808;Lit-BM-17:14987994;Lit-BM-17:15916966;Lit-BM-17:16131566;Lit-BM-17:19875381;Lit-BM-17:20195357;Lit-BM-17:24462205;Lit-BM-17:24949977;Lit-BM-17:26804907;Lit-BM-17:8089152;Lit-BM-17:8621522;Lit-BM-17:8645634;Lit-BM-17:8898375;Lit-BM-17:9334248;SIGNOR:21511880
408	O14920	Q04206	1	1	0	BEL-Large-Corpus_ProtMapper;BioGRID;HPRD;HPRD_MIMP;IntAct;KEA;Lit-BM-17;MIMP;NetPath;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	BioGRID:16046471;HPRD:10521409;HPRD:16046471;IntAct:10521409;IntAct:12842894;IntAct:25241761;KEA:10521409;KEA:12767944;KEA:12842894;KEA:15128824;KEA:15485852;KEA:15489227;KEA:15849198;KEA:15858576;KEA:15980040;Lit-BM-17:10521409;Lit-BM-17:12842894;Lit-BM-17:15489227;Lit-BM-17:16046471;Lit-BM-17:18519641;Lit-BM-17:22689577;Lit-BM-17:25241761;NetPath:14636585;PhosphoSite:10521409;PhosphoSite:11259436;PhosphoSite:11359840;PhosphoSite:12767944;PhosphoSite:12842894;PhosphoSite:14560022;PhosphoSite:14963024;PhosphoSite:15192014;PhosphoSite:15210811;PhosphoSite:15280197;PhosphoSite:15465828;PhosphoSite:15485852;PhosphoSite:15489227;PhosphoSite:15557193;PhosphoSite:15611068;PhosphoSite:15611276;PhosphoSite:15849198;PhosphoSite:15994321;PhosphoSite:16046471;PhosphoSite:16105840;PhosphoSite:16148147;PhosphoSite:16407239;PhosphoSite:16840782;PhosphoSite:17012367;PhosphoSite:17108032;PhosphoSite:17178723;PhosphoSite:17362989;PhosphoSite:17548605;PhosphoSite:17785205;PhosphoSite:17982102;PhosphoSite:18922932;PhosphoSite:19197368;PhosphoSite:19377466;PhosphoSite:19393267;PhosphoSite:20188669;PhosphoSite:20224721;PhosphoSite:20507904;PhosphoSite:20696864;PhosphoSite:20872791;PhosphoSite:21242976;PhosphoSite:21492457;PhosphoSite:21674474;PhosphoSite:21765477;PhosphoSite:22039465;PhosphoSite:22081069;PhosphoSite:22205033;PhosphoSite:23536830;PhosphoSite:24336331;PhosphoSite:24442433;PhosphoSite:25136068;PhosphoSite:26082493;PhosphoSite:26170389;PhosphoSite:26307684;PhosphoSite:26587973;PhosphoSite:26603838;PhosphoSite:26693062;PhosphoSite:26826124;PhosphoSite:27244888;PhosphoSite:27315556;PhosphoSite:28122346;PhosphoSite:28381553;PhosphoSite:28416608;PhosphoSite:29363544;ProtMapper:15128824;ProtMapper:15212693;ProtMapper:15489227;ProtMapper:16046471;ProtMapper:17070014;ProtMapper:18544167;ProtMapper:19110719;ProtMapper:19609947;ProtMapper:20051109;ProtMapper:20410276;ProtMapper:21674813;ProtMapper:21798539;ProtMapper:22110409;ProtMapper:22212641;ProtMapper:22753932;ProtMapper:23303310;ProtMapper:26267322;ProtMapper:26569329;ProtMapper:27329558;ProtMapper:27466442;ProtMapper:27626700;ProtMapper:28737909;SIGNOR:15489227;SIGNOR:16046471;dbPTM:10521409;dbPTM:16046471;dbPTM:16407239;iPTMnet:15489227;iPTMnet:16046471;phosphoELM:15128824;phosphoELM:15489227
409	P62877	P19838	1	1	0	SIGNOR	SIGNOR:11295495
410	P62877	Q00653	1	1	0	SIGNOR	SIGNOR:14676825
411	Q04206	Q99966	1	1	0	SIGNOR	SIGNOR:9660950
412	Q04206	P18146	1	1	0	HPRD;InnateDB;NetPath;SIGNOR	HPRD:10671503;InnateDB:19837667;InnateDB:19915002;NetPath:19915002;SIGNOR:10671503
413	Q04206	P56524	1	1	0	SIGNOR	SIGNOR:15988006
414	Q04206	P05412	1	1	0	HPRD;SIGNOR;Wang	HPRD:10488148;HPRD:9468519;SIGNOR:18174238
415	Q04206	P08047	1	1	0	BioGRID;HPRD;SIGNOR	BioGRID:12055073;BioGRID:20861353;HPRD:12055073;HPRD:7933095;SIGNOR:10671503
416	P68400	P18846	1	0	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;Lit-BM-17;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD-phos:18452278;HPRD-phos:18669648;HPRD-phos:9685505;HPRD:9685505;KEA:9685505;Lit-BM-17:9685505;ProtMapper:20730097;ProtMapper:8663317;SIGNOR:20730097;SIGNOR:8663317;iPTMnet:18452278;iPTMnet:18669648;iPTMnet:20730097;iPTMnet:8663317;iPTMnet:9685505
417	Q9H4B4	P15336	1	1	0	HPRD_MIMP;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP	ProtMapper:20068231;ProtMapper:21098032;SIGNOR:20068231;SIGNOR:21098032;iPTMnet:20068231;iPTMnet:21098032;iPTMnet:21296815
418	P24941	P03372	1	1	0	HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;dbPTM;iPTMnet;phosphoELM_MIMP	KEA:17570479;PhosphoSite:22431515;PhosphoSite:23770852;ProtMapper:10428798;ProtMapper:23390529;ProtMapper:23770852;SIGNOR:10428798;SIGNOR:23390529;dbPTM:10428798;iPTMnet:10428798;iPTMnet:23390529
419	P06239	P03372	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:7539106;HPRD:7539106;KEA:7539106;PhosphoSite:10571988;PhosphoSite:11145737;PhosphoSite:25386784;PhosphoSite:27748765;PhosphoSite:7539106;PhosphoSite:9500442;ProtMapper:10571988;ProtMapper:9500442;SIGNOR:10571988;SIGNOR:9500442;iPTMnet:10571988;iPTMnet:7539106;iPTMnet:9500442;phosphoELM:7539106
420	Q13882	P51692	1	1	0	HPRD_MIMP;InnateDB;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	InnateDB:17997837;ProtMapper:17997837;SIGNOR:17997837;iPTMnet:17997837;iPTMnet:21205088
421	P28482	P03372	1	1	0	HPRD;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_MIMP	HPRD:12093745;HPRD:9528769;InnateDB:15655247;KEA:10409727;KEA:10949034;KEA:12093745;KEA:12118371;KEA:15059947;KEA:15461668;KEA:15528270;KEA:16076840;KEA:7491495;KEA:7838153;KEA:9528769;ProtMapper:12466266;ProtMapper:17615152;ProtMapper:18372406;SIGNOR:12466266;SIGNOR:17615152;SIGNOR:18372406;iPTMnet:10409727;iPTMnet:12093745;iPTMnet:12466266;iPTMnet:15059947;iPTMnet:17615152;iPTMnet:18372406;iPTMnet:7491495;iPTMnet:9528769;phosphoELM:15059947
422	P27361	P03372	1	1	0	BEL-Large-Corpus_ProtMapper;HPRD;HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD:12118371;KEA:10949034;KEA:12093745;KEA:12118371;KEA:15059947;KEA:15461668;KEA:15528270;KEA:16076840;KEA:7491495;KEA:7838153;KEA:9528769;ProtMapper:14680484;ProtMapper:15212693;ProtMapper:17615152;ProtMapper:18372406;SIGNOR:17615152;SIGNOR:18372406;iPTMnet:17615152;iPTMnet:18372406;iPTMnet:7491495;phosphoELM:7491495
423	Q05655	P04637	1	1	0	HPRD_MIMP;IntAct;MIMP;NCI-PID_ProtMapper;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	IntAct:16377624;ProtMapper:16314418;ProtMapper:16377624;ProtMapper:17906639;SIGNOR:16377624;iPTMnet:16314418;iPTMnet:16377624
424	P04150	P42229	1	1	0	HPRD;SIGNOR	HPRD:9528750;SIGNOR:8878484
425	Q9Y6N7	P15336	1	1	0	SIGNOR	SIGNOR:15916964
426	Q9HCK4	P15336	1	1	0	SIGNOR	SIGNOR:15916964
427	Q96MS0	P15336	1	1	0	SIGNOR	SIGNOR:15916964
428	P49841	Q04206	1	1	0	KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	KEA:15280197;KEA:15465828;ProtMapper:15465828;ProtMapper:16407239;ProtMapper:17183360;ProtMapper:18201972;ProtMapper:19345186;ProtMapper:19997086;ProtMapper:20537194;ProtMapper:21194439;ProtMapper:21660967;ProtMapper:22761446;ProtMapper:25629551;SIGNOR:16407239;SIGNOR:17183360;iPTMnet:16407239;iPTMnet:17183360;phosphoELM:15465828
429	P28482	P37231	1	0	1	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:9030579;HPRD:9030579;KEA:17570479;KEA:9030579;PhosphoSite:11733495;PhosphoSite:15507114;PhosphoSite:17998334;PhosphoSite:25409419;PhosphoSite:26670611;PhosphoSite:9030579;PhosphoSite:9099735;ProtMapper:11733495;ProtMapper:16574647;ProtMapper:18596912;ProtMapper:9030579;ProtMapper:9099735;SIGNOR:11733495;SIGNOR:16574647;SIGNOR:18596912;SIGNOR:8943212;SIGNOR:9030579;SIGNOR:9099735;iPTMnet:11733495;iPTMnet:16574647;iPTMnet:18596912;iPTMnet:9030579;iPTMnet:9099735;phosphoELM:9030579
430	Q16539	P04150	1	1	0	HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;NetworKIN_KEA;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	KEA:17570479;PhosphoSite:12000743;PhosphoSite:12351702;PhosphoSite:17185395;PhosphoSite:17440046;PhosphoSite:19812390;PhosphoSite:20047289;PhosphoSite:22401993;PhosphoSite:22911818;PhosphoSite:24024586;PhosphoSite:25847991;PhosphoSite:28582465;ProtMapper:15817653;ProtMapper:20660302;SIGNOR:15817653;iPTMnet:15817653;iPTMnet:19841061
431	Q68CZ1	Q04206	1	0	1	SIGNOR	SIGNOR:20080798
432	P27635	P05412	1	0	1	SIGNOR	SIGNOR:12138090
433	Q15418	P03372	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD-phos:11139588;HPRD-phos:11432835;HPRD-phos:11507039;HPRD-phos:12093745;HPRD-phos:9528769;HPRD:11139588;HPRD:11432835;HPRD:11507039;HPRD:12093745;HPRD:9528769;KEA:10949034;KEA:11139588;KEA:11432835;KEA:11507039;KEA:12093745;KEA:12118371;KEA:15059947;KEA:15461668;KEA:15528270;KEA:16076840;KEA:7491495;KEA:7838153;KEA:9528769;ProtMapper:10411321;ProtMapper:25336146;ProtMapper:30034315;ProtMapper:7838153;ProtMapper:9528769;SIGNOR:7838153;iPTMnet:11139588;iPTMnet:11432835;iPTMnet:11507039;iPTMnet:12093745;iPTMnet:19925796;iPTMnet:7838153;iPTMnet:9528769
434	P24941	P04637	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;Lit-BM-17;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	HPRD-phos:10348343;HPRD-phos:10747897;HPRD-phos:10884347;HPRD-phos:12064478;HPRD-phos:17287340;HPRD-phos:19413330;HPRD-phos:19664995;HPRD:10348343;HPRD:10747897;HPRD:10884347;HPRD:12064478;KEA:10348343;KEA:10747897;KEA:1088347;KEA:10884347;KEA:12064478;KEA:14702041;KEA:16083285;KEA:16552184;KEA:17570479;KEA:92065884;KEA:9315650;Lit-BM-17:10884347;Lit-BM-17:19556892;Lit-BM-17:25241761;ProtMapper:10884347;ProtMapper:11687964;ProtMapper:14640983;ProtMapper:7624134;SIGNOR:14640983;iPTMnet:10348343;iPTMnet:10747897;iPTMnet:10884347;iPTMnet:12064478;iPTMnet:14640983;iPTMnet:17287340;iPTMnet:19413330;iPTMnet:19664995;iPTMnet:7624134
435	P51812	P18848	1	1	0	KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP	KEA:15109498;PhosphoSite:22052162;PhosphoSite:23975372;ProtMapper:15109498;ProtMapper:27321283;SIGNOR:15109498;iPTMnet:15109498
436	P51812	P16220	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;NetworKIN_KEA;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:11160957;HPRD-phos:11175347;HPRD-phos:8688081;HPRD-phos:9687510;HPRD-phos:9829964;HPRD:11160957;HPRD:11175347;HPRD:8688081;HPRD:9687510;HPRD:9829964;KEA:11018520;KEA:11160957;KEA:11175347;KEA:11698596;KEA:11909979;KEA:11969286;KEA:12235136;KEA:12356771;KEA:15733869;KEA:17570479;KEA:7958915;KEA:8688081;KEA:8887554;KEA:9528766;KEA:9687510;KEA:9829964;ProtMapper:1545823;ProtMapper:8688081;ProtMapper:9770464;SIGNOR:10558990;SIGNOR:8688081;iPTMnet:11160957;iPTMnet:11175347;iPTMnet:8688081;iPTMnet:9528766;iPTMnet:9687510;iPTMnet:9829964;phosphoELM:11698596
437	Q9UBE8	P40763	1	1	0	HPRD;NetPath;PhosphoPoint;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet	HPRD:15764709;NetPath:15764709;ProtMapper:17563747;SIGNOR:17563747;iPTMnet:15004007;iPTMnet:15764709;iPTMnet:17563747
438	P51812	P03372	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	HPRD-phos:11139588;HPRD-phos:11432835;HPRD-phos:11507039;HPRD-phos:9528769;HPRD:11139588;HPRD:11432835;HPRD:11507039;HPRD:9528769;InnateDB:11432835;KEA:11139588;KEA:11432835;KEA:11507039;KEA:17570479;KEA:7838153;KEA:9528769;ProtMapper:19112174;ProtMapper:23936765;SIGNOR:19112174;SIGNOR:7838153;iPTMnet:11139588;iPTMnet:11432835;iPTMnet:11507039;iPTMnet:19112174;iPTMnet:19925796;iPTMnet:9528769
439	P48730	P04637	1	1	0	HPRD;HPRD_KEA;HPRD_MIMP;KEA;Lit-BM-17;MIMP;NCI-PID_ProtMapper;NetworKIN_KEA;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	HPRD:10606744;HPRD:9349507;KEA:10606744;KEA:10673501;KEA:10747897;KEA:10951572;KEA:11551930;KEA:11709713;KEA:11883897;KEA:17570479;Lit-BM-17:16870621;Lit-BM-17:17101137;Lit-BM-17:18246126;Lit-BM-17:25241761;PhosphoSite:10930428;PhosphoSite:19345189;ProtMapper:10606744;ProtMapper:10734067;SIGNOR:10606744;SIGNOR:10734067;iPTMnet:10606744;iPTMnet:10734067
440	O75582	P40763	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;Kinexus_KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD-phos:10446219;HPRD-phos:10521505;HPRD-phos:11350938;HPRD-phos:12576423;HPRD-phos:12763138;HPRD-phos:14551213;HPRD-phos:18491316;HPRD-phos:18669648;HPRD-phos:18691976;HPRD-phos:19413330;HPRD-phos:20058876;HPRD-phos:20068231;HPRD-phos:9343414;HPRD-phos:9872331;HPRD:12763138;KEA:10446219;KEA:10521505;KEA:11335711;KEA:11350938;KEA:12576423;KEA:12763138;KEA:14551213;KEA:15465816;KEA:9343414;KEA:9872331;ProtMapper:12763138;SIGNOR:12763138;SIGNOR:20626350;iPTMnet:10446219;iPTMnet:10521505;iPTMnet:11350938;iPTMnet:12576423;iPTMnet:12763138;iPTMnet:14551213;iPTMnet:18491316;iPTMnet:18669648;iPTMnet:18691976;iPTMnet:19413330;iPTMnet:20058876;iPTMnet:20068231;iPTMnet:9343414;iPTMnet:9872331
441	P23443	P03372	1	1	0	HPRD_MIMP;KEGG;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP	ProtMapper:22114931;ProtMapper:23242584;ProtMapper:23460185;ProtMapper:29128895;ProtMapper:7838153;SIGNOR:7838153;iPTMnet:19112174;iPTMnet:19925796;iPTMnet:7838153
442	Q15349	P16220	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:11175347;HPRD-phos:11698596;HPRD-phos:8688081;HPRD-phos:9687510;HPRD-phos:9829964;HPRD:11175347;HPRD:11698596;HPRD:8688081;HPRD:9687510;HPRD:9829964;KEA:11018520;KEA:11160957;KEA:11175347;KEA:11698596;KEA:11909979;KEA:11969286;KEA:12235136;KEA:12356771;KEA:15733869;KEA:7958915;KEA:8688081;KEA:8887554;KEA:9528766;KEA:9687510;KEA:9829964;SIGNOR:10558990;iPTMnet:11175347;iPTMnet:11698596;iPTMnet:8688081;iPTMnet:9528766;iPTMnet:9687510;iPTMnet:9829964;phosphoELM:11698596
443	Q13627	P04637	1	1	0	HPRD_MIMP;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP	ProtMapper:20696760;ProtMapper:24901999;SIGNOR:20696760;iPTMnet:20696760
444	O75582	P01100	1	1	0	ACSN;HPRD_MIMP;MIMP;PhosphoSite_MIMP;SIGNOR;phosphoELM_MIMP	ACSN:15187187;ACSN:15239952;ACSN:16286006;ACSN:16393692;ACSN:21233202;SIGNOR:8248197
445	P51812	P01100	1	1	0	ACSN;HPRD_MIMP;KEA;Kinexus_KEA;MIMP;NetworKIN_KEA;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;ProtMapper;REACH_ProtMapper;SIGNOR;Wang;phosphoELM_KEA;phosphoELM_MIMP	ACSN:15187187;ACSN:15239952;ACSN:16286006;ACSN:16393692;ACSN:21233202;KEA:12134156;KEA:1545828;KEA:15719069;KEA:17570479;KEA:8248197;KEA:9920881;ProtMapper:15719069;ProtMapper:23936765;SIGNOR:8248197
446	Q15349	P01100	1	1	0	ACSN;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;SIGNOR;phosphoELM;phosphoELM_MIMP	ACSN:15187187;ACSN:15239952;ACSN:16286006;ACSN:16393692;ACSN:21233202;KEA:1545828;KEA:8248197;KEA:9920881;SIGNOR:8248197;phosphoELM:11585927;phosphoELM:9920881
447	P45984	P15336	1	1	0	ACSN;BEL-Large-Corpus_ProtMapper;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;HuRI;InnateDB;IntAct;KEA;Lit-BM-17;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	ACSN:11274345;ACSN:16393692;ACSN:19436832;ACSN:20028971;ACSN:20506250;HPRD-phos:12110590;HPRD-phos:18669648;HPRD-phos:18767875;HPRD-phos:19413330;HPRD-phos:19651622;HPRD-phos:20068231;HPRD-phos:7535770;HPRD:12110590;HPRD:12788955;HPRD:602896;HPRD:7737129;InnateDB:15192015;InnateDB:8654373;IntAct:25416956;IntAct:31515488;KEA:10777545;KEA:11896587;KEA:11971971;KEA:12110590;KEA:12788955;KEA:17081983;KEA:602896;KEA:7535770;KEA:7737129;Lit-BM-17:11865055;Lit-BM-17:12788955;Lit-BM-17:16533805;Lit-BM-17:17875713;Lit-BM-17:8654373;PhosphoSite:11823524;PhosphoSite:11994493;ProtMapper:10066798;ProtMapper:11566021;ProtMapper:19255142;ProtMapper:19822663;ProtMapper:20068231;ProtMapper:7737130;ProtMapper:8709204;SIGNOR:15916964;SIGNOR:20068231;SIGNOR:7737130;iPTMnet:12110590;iPTMnet:18669648;iPTMnet:18767875;iPTMnet:19413330;iPTMnet:19651622;iPTMnet:20068231;iPTMnet:7535770;iPTMnet:7737130
448	P16591	P10275	1	1	0	MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet	ProtMapper:23906537;SIGNOR:23906537;iPTMnet:23906537
449	Q01196	P01106	1	0	1	SIGNOR	SIGNOR:29958106
450	P49841	P10070	1	0	1	ACSN;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet	ACSN:10671551;ACSN:11274345;ACSN:12040186;ACSN:12615961;ACSN:16039586;ACSN:16371461;ACSN:16611981;ACSN:17052453;ACSN:17444818;ACSN:18455992;ACSN:19575820;ACSN:19797085;ACSN:20080742;ACSN:20537194;ProtMapper:16611981;SIGNOR:16611981;iPTMnet:16611981
451	Q92585	P04637	1	1	0	SIGNOR	SIGNOR:18758483
452	Q9Y3V2	Q16665	1	1	0	HPRD;SIGNOR	HPRD:17956732;SIGNOR:17956732
453	P19793	P35222	1	0	1	BioGRID;HPRD;Lit-BM-17;SIGNOR	BioGRID:12771132;HPRD:12771132;Lit-BM-17:12771132;Lit-BM-17:25241761;SIGNOR:12771132
454	P45983	P04150	1	0	1	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	HPRD-phos:12351702;HPRD-phos:18669648;HPRD-phos:9199329;HPRD:12351702;HPRD:9199329;KEA:12351702;KEA:9199329;ProtMapper:12351702;ProtMapper:18337589;ProtMapper:9482836;SIGNOR:12351702;iPTMnet:12351702;iPTMnet:18337589;iPTMnet:18669648;iPTMnet:9199329
455	Q96GD4	P04637	1	0	1	MIMP;PhosphoSite;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;dbPTM;iPTMnet;phosphoELM_MIMP	PhosphoSite:15469940;PhosphoSite:20847049;PhosphoSite:22611192;PhosphoSite:27496712;ProtMapper:20959462;ProtMapper:22611192;ProtMapper:27933271;SIGNOR:20959462;SIGNOR:22611192;dbPTM:20959462;iPTMnet:20959462;iPTMnet:22611192
456	P49591	P01106	1	0	1	SIGNOR	SIGNOR:24940000
457	Q9NRW4	P03372	1	0	1	DEPOD;ProtMapper;SIGNOR;SIGNOR_ProtMapper	DEPOD:17384676;ProtMapper:17384676;SIGNOR:17384676
458	Q13177	P05412	1	1	0	MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;dbPTM;iPTMnet;phosphoELM_MIMP	ProtMapper:21177766;SIGNOR:21177766;dbPTM:21177766;iPTMnet:21177766
459	Q9P0U3	Q16665	1	1	0	SIGNOR	SIGNOR:17981124
460	O00141	P04150	1	1	0	ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet	ProtMapper:23650397;SIGNOR:23650397;iPTMnet:23650397
