	source	target	direction	stimulation	inhibition	sources	references
461	Q00526	P05412	1	1	0	HPRD_MIMP;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP	ProtMapper:19118012;ProtMapper:26755651;SIGNOR:19118012;iPTMnet:19118012
462	Q8TEK3	P01106	1	1	0	SIGNOR	SIGNOR:26199140
463	Q92794	P04637	1	1	0	SIGNOR	SIGNOR:23431171
464	Q9NXV6	P04637	1	1	0	SIGNOR	SIGNOR:16803988
465	P17612	Q04206	1	1	0	CancerCellMap;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP	CancerCellMap:9150141;HPRD-phos:9150141;HPRD-phos:9660950;HPRD:9150141;HPRD:9660950;KEA:11931769;KEA:12628924;KEA:15833743;KEA:16135789;KEA:9150141;KEA:9660950;PhosphoSite:11027313;PhosphoSite:11931769;PhosphoSite:12230568;PhosphoSite:12628924;PhosphoSite:15516339;PhosphoSite:17959673;PhosphoSite:17991436;PhosphoSite:18178962;PhosphoSite:18362169;PhosphoSite:19911008;PhosphoSite:19933278;PhosphoSite:20504937;PhosphoSite:20639196;PhosphoSite:21354254;PhosphoSite:23100252;PhosphoSite:28698206;PhosphoSite:9660950;ProtMapper:9660950;SIGNOR:9660950;iPTMnet:17959673;iPTMnet:9150141;iPTMnet:9660950
466	Q9NRC8	P04637	1	0	1	SIGNOR	SIGNOR:18239138
467	Q13309	P01106	1	0	1	BioGRID;HPRD;Lit-BM-17;SIGNOR;Wang	BioGRID:24259667;HPRD:17157259;Lit-BM-17:12769844;Lit-BM-17:12963825;Lit-BM-17:17157259;Lit-BM-17:23277542;Lit-BM-17:24259667;Lit-BM-17:26038816;SIGNOR:20852628
468	Q15831	P04637	1	1	0	BioGRID;HPRD;HPRD_MIMP;MIMP;PhosphoPoint;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	BioGRID:11430832;HPRD:11430832;ProtMapper:17108107;ProtMapper:20815019;SIGNOR:17108107;iPTMnet:11430832;iPTMnet:17108107
469	P51948	P03372	1	1	0	HPRD;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoSite_KEA;PhosphoSite_MIMP;SIGNOR;iPTMnet;phosphoELM_MIMP	HPRD:10949034;HPRD:12527756;HPRD:8308015;KEA:10428798;KEA:10949034;KEA:16076840;KEA:8308015;SIGNOR:10949034;iPTMnet:10949034;iPTMnet:8308015
470	P53778	P15336	1	1	0	ACSN;KEGG-MEDICUS;NCI-PID_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;Sparser_ProtMapper;Wang;iPTMnet	ACSN:11274345;ACSN:15140942;ACSN:15187187;ACSN:16393692;ACSN:19436832;ACSN:20506250;ACSN:21614932;ProtMapper:11238375;ProtMapper:9029150;SIGNOR:10085140;iPTMnet:9029150
471	Q6ZRS2	P10275	1	1	0	SIGNOR	SIGNOR:20432434
472	P03372	P12931	1	0	0	BioGRID;HPRD;IntAct;KEGG;Li2012;Lit-BM-17;NetPath;Wang	BioGRID:15784253;HPRD:12736255;HPRD:15140878;HPRD:7539106;IntAct:14963108;IntAct:23065768;Lit-BM-17:11013076;Lit-BM-17:12630920;Lit-BM-17:14766010;Lit-BM-17:14963108;Lit-BM-17:15020686;Lit-BM-17:15784253;Lit-BM-17:16957778;Lit-BM-17:17284441;Lit-BM-17:17400812;Lit-BM-17:17627277;Lit-BM-17:17921256;Lit-BM-17:23065768;NetPath:11032808
473	P12931	P03372	1	1	0	BioGRID;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;IntAct;KEA;KEGG;Li2012;Lit-BM-17;MIMP;NetPath;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	BioGRID:15784253;HPRD-phos:7539106;HPRD:12736255;HPRD:15140878;HPRD:7539106;IntAct:14963108;IntAct:23065768;KEA:7539106;Lit-BM-17:11013076;Lit-BM-17:12630920;Lit-BM-17:14766010;Lit-BM-17:14963108;Lit-BM-17:15020686;Lit-BM-17:15784253;Lit-BM-17:16957778;Lit-BM-17:17284441;Lit-BM-17:17400812;Lit-BM-17:17627277;Lit-BM-17:17921256;Lit-BM-17:23065768;NetPath:11032808;ProtMapper:22865929;ProtMapper:24487689;ProtMapper:25275301;ProtMapper:25364741;ProtMapper:27472465;ProtMapper:30148069;ProtMapper:9500442;SIGNOR:9500442;iPTMnet:7539106;iPTMnet:9500442;phosphoELM:7539106
474	P05412	P28482	1	0	0	ACSN;CancerCellMap;DIP;KEGG;NetPath	ACSN:11274345;ACSN:12738796;ACSN:17439715;ACSN:18039929;ACSN:20506250;ACSN:8545107;CancerCellMap:14676207;DIP:1922387;NetPath:14676207
475	P28482	P05412	1	1	0	ACSN;CancerCellMap;DIP;KEA;KEGG;KEGG-MEDICUS;NCI-PID_ProtMapper;NetPath;NetworKIN_KEA;PhosphoPoint;ProtMapper;REACH_ProtMapper;SIGNOR;Wang	ACSN:11274345;ACSN:12738796;ACSN:17439715;ACSN:18039929;ACSN:20506250;ACSN:8545107;CancerCellMap:14676207;DIP:1922387;KEA:17570479;NetPath:14676207;ProtMapper:12881422;ProtMapper:22606284;SIGNOR:12509763;SIGNOR:23616010
476	P05412	P27361	1	0	0	ACSN;CancerCellMap;HPRD;NetPath	ACSN:11274345;ACSN:12738796;ACSN:17439715;ACSN:18039929;ACSN:20506250;ACSN:8545107;CancerCellMap:14676207;HPRD:1922387;NetPath:14676207
477	P27361	P05412	1	1	0	ACSN;CancerCellMap;HPRD;KEGG-MEDICUS;NCI-PID_ProtMapper;NetPath;PhosphoPoint;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet	ACSN:11274345;ACSN:12738796;ACSN:17439715;ACSN:18039929;ACSN:20506250;ACSN:8545107;CancerCellMap:14676207;HPRD:1922387;NetPath:14676207;ProtMapper:12169099;ProtMapper:12881422;ProtMapper:22606284;SIGNOR:12169099;SIGNOR:12509763;iPTMnet:12169099
478	Q16539	P04637	1	1	0	ACSN;BEL-Large-Corpus_ProtMapper;BioGRID;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;Lit-BM-17;MIMP;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	ACSN:11274345;ACSN:15140942;ACSN:15187187;ACSN:16393692;ACSN:19436832;ACSN:20506250;ACSN:21614932;BioGRID:21050851;HPRD-phos:10348343;HPRD-phos:10747897;HPRD-phos:10884347;HPRD-phos:19413330;InnateDB:10581258;KEA:10348343;KEA:10747897;KEA:1088347;KEA:10884347;KEA:16083285;KEA:16552184;KEA:9315650;Lit-BM-17:15642743;Lit-BM-17:17172861;Lit-BM-17:20213747;Lit-BM-17:21050851;Lit-BM-17:21675959;ProtMapper:10212189;ProtMapper:10581258;ProtMapper:10747897;ProtMapper:10781582;ProtMapper:11078726;ProtMapper:11258706;ProtMapper:11283254;ProtMapper:15642743;ProtMapper:15657900;ProtMapper:17535811;ProtMapper:17906639;ProtMapper:22975381;ProtMapper:24818748;ProtMapper:25789565;ProtMapper:26247731;SIGNOR:10581258;SIGNOR:10781582;SIGNOR:11258706;SIGNOR:15642743;SIGNOR:17535811;SIGNOR:22975381;iPTMnet:10348343;iPTMnet:10581258;iPTMnet:10747897;iPTMnet:10781582;iPTMnet:10884347;iPTMnet:11258706;iPTMnet:15642743;iPTMnet:17535811;iPTMnet:19413330;iPTMnet:22975381
479	P12931	P51692	1	1	0	BEL-Large-Corpus_ProtMapper;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:12621061;HPRD:12621061;KEA:12621061;ProtMapper:12429742;ProtMapper:12621061;ProtMapper:17997837;ProtMapper:19438593;SIGNOR:12621061;iPTMnet:12621061;iPTMnet:19438593;phosphoELM:12621061
480	Q9BZ95	P01106	1	1	0	SIGNOR	SIGNOR:28205554
481	Q00535	P04637	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM_MIMP	HPRD-phos:10884347;HPRD-phos:11483158;HPRD-phos:12064478;HPRD-phos:17287340;HPRD-phos:19413330;HPRD-phos:19664995;HPRD:10884347;HPRD:11483158;HPRD:12064478;KEA:10884347;KEA:11483158;KEA:11709713;KEA:12064478;KEA:14702041;KEA:16552184;KEA:92065884;KEA:9372954;PhosphoSite:9372954;ProtMapper:12064478;ProtMapper:17117479;ProtMapper:17591690;ProtMapper:21600237;ProtMapper:26146988;SIGNOR:17591690;dbPTM:10570149;dbPTM:11554766;dbPTM:11740489;dbPTM:11780126;dbPTM:15701641;dbPTM:15866171;dbPTM:16377624;dbPTM:17108107;dbPTM:17591690;dbPTM:17967874;dbPTM:21317932;dbPTM:9372954;iPTMnet:10884347;iPTMnet:11483158;iPTMnet:12064478;iPTMnet:17117479;iPTMnet:17287340;iPTMnet:17591690;iPTMnet:19413330;iPTMnet:19664995
482	P42224	Q04206	1	0	1	HPRD;InnateDB;SIGNOR	HPRD:16481475;InnateDB:16481475;SIGNOR:16481475
483	P40763	Q9NZQ7	1	1	0	SIGNOR	SIGNOR:27141364
484	P40763	P15692	1	1	0	ACSN;SIGNOR;Wang	ACSN:11528470;ACSN:13130303;ACSN:16716598;ACSN:17987801;ACSN:7768934;ACSN:9278421;SIGNOR:12545153
485	Q9UEE5	P04637	1	1	0	HPRD_MIMP;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	ProtMapper:17339337;SIGNOR:17339337;iPTMnet:17339337
486	P06493	P04637	1	1	0	BioGRID;DIP;ELM;HPRD;HPRD_MIMP;KEA;MIMP;NetworKIN_KEA;PhosphoPoint;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP	BioGRID:11327730;DIP:9467949;ELM:2141171;HPRD:11327730;KEA:17570479;KEA:7862459;ProtMapper:11078726;ProtMapper:12767922;ProtMapper:1584757;ProtMapper:20661218;ProtMapper:20808790;ProtMapper:2156209;ProtMapper:26029996;ProtMapper:27726420;ProtMapper:8357826;ProtMapper:9467949;SIGNOR:11078726;SIGNOR:20808790;iPTMnet:11078726;iPTMnet:20808790
487	Q9UHD2	Q04206	1	1	0	CancerCellMap;HPRD;HPRD_MIMP;InnateDB;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	CancerCellMap:14560022;HPRD:14560022;InnateDB:14560022;KEA:10521409;KEA:12767944;KEA:12842894;KEA:15128824;KEA:15485852;KEA:15489227;KEA:15849198;ProtMapper:15489227;ProtMapper:17562815;ProtMapper:19958770;SIGNOR:15489227;iPTMnet:15489227;phosphoELM:15489227
488	Q9BZK7	P10275	1	1	0	SIGNOR	SIGNOR:24243687
489	P53779	P05412	1	1	0	ACSN;DIP;HPRD;InnateDB;IntAct;KEGG-MEDICUS;Lit-BM-17;NCI-PID_ProtMapper;PhosphoPoint;ProtMapper;REACH_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet	ACSN:11274345;ACSN:16393692;ACSN:19436832;ACSN:20028971;ACSN:20506250;DIP:1922387;DIP:22327296;HPRD:12167088;HPRD:1922387;InnateDB:16007099;InnateDB:8654373;IntAct:19527717;IntAct:21988832;IntAct:22327296;Lit-BM-17:16007099;Lit-BM-17:16824735;Lit-BM-17:1922387;Lit-BM-17:19527717;Lit-BM-17:21988832;Lit-BM-17:8654373;ProtMapper:11562357;ProtMapper:14523011;ProtMapper:16076903;ProtMapper:17143273;ProtMapper:20395206;ProtMapper:21757544;SIGNOR:12040039;SIGNOR:17158707;SIGNOR:20395206;SIGNOR:21561061;SIGNOR:9405416;iPTMnet:17670986;iPTMnet:20395206
490	Q09472	Q01543	1	1	0	SIGNOR	SIGNOR:24058639
491	P49915	P04637	1	1	0	SIGNOR	SIGNOR:24462112
492	Q92481	P04637	1	1	0	SIGNOR	SIGNOR:21556774
493	Q99986	P05412	1	1	0	HPRD_MIMP;IntAct;KEA;MIMP;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	IntAct:15378002;KEA:11896587;KEA:11948398;KEA:11971971;KEA:12531896;KEA:15302935;KEA:15378002;KEA:8137421;KEA:8654373;PhosphoSite:11313929;PhosphoSite:11432833;PhosphoSite:11739718;PhosphoSite:12040039;PhosphoSite:12853483;PhosphoSite:14617628;PhosphoSite:1496019;PhosphoSite:15378002;PhosphoSite:16819515;PhosphoSite:17001009;PhosphoSite:17920329;PhosphoSite:18443042;PhosphoSite:18572021;PhosphoSite:18650425;PhosphoSite:1922387;PhosphoSite:20086174;PhosphoSite:22327296;PhosphoSite:23720779;PhosphoSite:26745678;PhosphoSite:26755651;PhosphoSite:7737130;PhosphoSite:7744008;PhosphoSite:8072547;PhosphoSite:8224842;PhosphoSite:9022811;PhosphoSite:9662434;ProtMapper:15378002;ProtMapper:21386980;ProtMapper:26412148;ProtMapper:29029460;SIGNOR:15378002;iPTMnet:15378002;phosphoELM:15378002
494	P05412	P45984	1	0	0	BioGRID;DIP;ELM;HPRD;InnateDB;LMPID;Lit-BM-17;ProtMapper;REACH_ProtMapper	BioGRID:8985011;DIP:1922387;ELM:8157646;HPRD:9405416;InnateDB:11278395;InnateDB:17189706;InnateDB:8001819;InnateDB:8654373;LMPID:8945519;LMPID:9925641;Lit-BM-17:10490605;Lit-BM-17:11278395;Lit-BM-17:12788955;Lit-BM-17:16533805;Lit-BM-17:16824735;Lit-BM-17:17189706;Lit-BM-17:17875713;Lit-BM-17:1922387;Lit-BM-17:19527717;Lit-BM-17:19910486;Lit-BM-17:8001819;Lit-BM-17:8654373;Lit-BM-17:8945519;Lit-BM-17:8985011;ProtMapper:26569339
495	P45984	P05412	1	1	0	ACSN;BEL-Large-Corpus_ProtMapper;BioGRID;DIP;ELM;HPRD;HPRD_MIMP;InnateDB;KEA;KEGG-MEDICUS;LMPID;Lit-BM-17;MIMP;NCI-PID_ProtMapper;NetworKIN_KEA;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	ACSN:11274345;ACSN:16393692;ACSN:19436832;ACSN:20028971;ACSN:20506250;BioGRID:8985011;DIP:1922387;ELM:8157646;HPRD:9405416;InnateDB:11278395;InnateDB:17189706;InnateDB:8001819;InnateDB:8654373;KEA:11896587;KEA:11948398;KEA:15302935;KEA:15378002;KEA:17570479;KEA:8137421;KEA:8654373;LMPID:8945519;LMPID:9925641;Lit-BM-17:10490605;Lit-BM-17:11278395;Lit-BM-17:12788955;Lit-BM-17:16533805;Lit-BM-17:16824735;Lit-BM-17:17189706;Lit-BM-17:17875713;Lit-BM-17:1922387;Lit-BM-17:19527717;Lit-BM-17:19910486;Lit-BM-17:8001819;Lit-BM-17:8654373;Lit-BM-17:8945519;Lit-BM-17:8985011;PhosphoSite:11948398;PhosphoSite:12093796;PhosphoSite:17215518;PhosphoSite:20178741;PhosphoSite:25561726;PhosphoSite:26091349;ProtMapper:10385525;ProtMapper:11562357;ProtMapper:11801649;ProtMapper:12040039;ProtMapper:12584171;ProtMapper:12881422;ProtMapper:14523011;ProtMapper:15212693;ProtMapper:16076903;ProtMapper:17143273;ProtMapper:18252863;ProtMapper:18362184;ProtMapper:19118012;ProtMapper:26569339;ProtMapper:7600582;ProtMapper:7737130;ProtMapper:7992057;ProtMapper:8525045;ProtMapper:9305638;ProtMapper:9315636;SIGNOR:12040039;SIGNOR:17158707;SIGNOR:19118012;SIGNOR:21561061;SIGNOR:9405416;iPTMnet:11948398;iPTMnet:12040039;iPTMnet:19118012;iPTMnet:7737130;iPTMnet:9687508;phosphoELM:11948398
496	Q99986	P04637	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;IntAct;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:10747897;HPRD-phos:10951572;HPRD-phos:11709713;HPRD-phos:11883897;HPRD:10747897;HPRD:10951572;HPRD:11709713;HPRD:11883897;IntAct:15542844;IntAct:24492002;IntAct:29340707;KEA:10606744;KEA:10673501;KEA:10747897;KEA:10951572;KEA:11551930;KEA:11709713;KEA:11883897;KEA:15542844;ProtMapper:10951572;ProtMapper:12782311;ProtMapper:15542844;ProtMapper:18286197;ProtMapper:18612383;ProtMapper:24126608;ProtMapper:24731990;ProtMapper:26412148;ProtMapper:26706601;ProtMapper:28927264;ProtMapper:29340707;ProtMapper:29679095;SIGNOR:10951572;iPTMnet:10747897;iPTMnet:10951572;iPTMnet:11709713;iPTMnet:11883897;iPTMnet:15542844;phosphoELM:10951572;phosphoELM:15542844
497	Q9NS56	P04637	1	1	0	BioGRID;HPRD;Lit-BM-17;SIGNOR;Wang	BioGRID:11842245;HPRD:10415337;HPRD:17290218;Lit-BM-17:11842245;Lit-BM-17:15247280;Lit-BM-17:16122737;Lit-BM-17:17290218;Lit-BM-17:17803295;SIGNOR:19473992
498	P04637	Q16611	1	1	0	HPRD;KEGG;SIGNOR;Wang	HPRD:15077116;SIGNOR:15077116
499	P04637	P14921	1	0	1	BioGRID;InnateDB;SIGNOR	BioGRID:14586398;InnateDB:15469934;SIGNOR:14586398
500	P04637	Q15418	1	1	0	SIGNOR	SIGNOR:15073170
501	P04637	O75582	1	1	0	SIGNOR	SIGNOR:15073170
502	P04637	P51812	1	0	0	KEA;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;iPTMnet;phosphoELM_KEA	KEA:10446957;KEA:11875057;ProtMapper:15867353;ProtMapper:24086335;SIGNOR:15073170;iPTMnet:15867353
503	P51812	P04637	1	0	0	KEA;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;iPTMnet;phosphoELM_KEA	KEA:10446957;KEA:11875057;ProtMapper:15867353;ProtMapper:24086335;SIGNOR:15073170;iPTMnet:15867353
504	P04637	Q15349	1	1	0	SIGNOR	SIGNOR:15073170
505	P04637	O75676	1	1	0	SIGNOR	SIGNOR:15073170
506	Q96S44	P04637	1	1	0	HPRD;HPRD_MIMP;MIMP;PhosphoPoint;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;iPTMnet;phosphoELM_MIMP	HPRD:11546806;ProtMapper:16600182;ProtMapper:17712528;SIGNOR:17712528;iPTMnet:17712528
507	O15164	P10275	1	1	0	HPRD;PhosphoPoint;SIGNOR	HPRD:9115274;SIGNOR:19909775
508	O15164	P04637	1	0	1	SIGNOR	SIGNOR:19844164
509	Q99576	Q00653	1	0	1	HPRD;SIGNOR	HPRD:11468175;SIGNOR:11468175
510	Q99576	Q04206	1	0	1	HPRD;SIGNOR	HPRD:12393603;SIGNOR:11468175
511	Q6SA08	P16220	1	1	0	HPRD;HPRD_KEA;HPRD_MIMP;IntAct;KEA;Lit-BM-17;MIMP;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	HPRD:15964553;IntAct:15964553;IntAct:21988832;KEA:15964553;Lit-BM-17:15964553;Lit-BM-17:21988832;ProtMapper:15964553;SIGNOR:15964553;iPTMnet:15964553
512	P33981	P04637	1	1	0	HPRD_MIMP;MIMP;PhosphoSite_MIMP;ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM;phosphoELM_MIMP	ProtMapper:19332559;ProtMapper:22852086;ProtMapper:23700430;ProtMapper:23948487;ProtMapper:27885363;SIGNOR:19332559;iPTMnet:19332559;phosphoELM:19332559
513	Q05655	P40763	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;NCI-PID_ProtMapper;NetPath;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM;phosphoELM_MIMP	HPRD-phos:10446219;HPRD-phos:10521505;HPRD-phos:11350938;HPRD-phos:12576423;HPRD-phos:12763138;HPRD-phos:14551213;HPRD-phos:18491316;HPRD-phos:18669648;HPRD-phos:18691976;HPRD-phos:19413330;HPRD-phos:20058876;HPRD-phos:20068231;HPRD-phos:9343414;HPRD-phos:9872331;HPRD:10446219;HPRD:10521505;HPRD:11335711;HPRD:11350938;HPRD:12576423;HPRD:12763138;HPRD:14551213;HPRD:9343414;HPRD:9872331;KEA:10446219;KEA:10521505;KEA:11335711;KEA:11350938;KEA:12576423;KEA:12763138;KEA:14551213;KEA:15465816;KEA:9343414;KEA:9872331;NetPath:10446219;NetPath:12361954;ProtMapper:10446219;ProtMapper:11335711;ProtMapper:12361954;ProtMapper:12754505;ProtMapper:12754506;ProtMapper:12754507;ProtMapper:15677447;ProtMapper:16418226;ProtMapper:16951338;ProtMapper:25280942;ProtMapper:27036017;ProtMapper:27458446;ProtMapper:7537214;ProtMapper:7678052;ProtMapper:8140422;ProtMapper:8164674;ProtMapper:8272872;ProtMapper:8626374;ProtMapper:8662591;ProtMapper:9880505;SIGNOR:16418226;iPTMnet:10446219;iPTMnet:10521505;iPTMnet:11350938;iPTMnet:12576423;iPTMnet:12763138;iPTMnet:14551213;iPTMnet:16418226;iPTMnet:18491316;iPTMnet:18669648;iPTMnet:18691976;iPTMnet:19413330;iPTMnet:20058876;iPTMnet:20068231;iPTMnet:9343414;iPTMnet:9872331;phosphoELM:16951338
514	P01148	P10275	1	0	1	SIGNOR	SIGNOR:17202804
515	P31749	P10275	1	0	1	BEL-Large-Corpus_ProtMapper;CancerCellMap;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;NetPath;NetworKIN_KEA;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	CancerCellMap:11404460;CancerCellMap:12621049;HPRD-phos:11156376;HPRD-phos:11404460;HPRD:11156376;HPRD:11404460;HPRD:16210317;InnateDB:11404460;KEA:11156376;KEA:11404460;KEA:17570479;NetPath:12621049;PhosphoSite:11156376;PhosphoSite:11404460;PhosphoSite:14555644;PhosphoSite:21601007;PhosphoSite:22155408;ProtMapper:11404460;ProtMapper:17470458;ProtMapper:18349820;SIGNOR:17470458;iPTMnet:11156376;iPTMnet:11404460;iPTMnet:17470458
516	P06493	P10275	1	1	0	ELM;HPRD;HPRD_MIMP;MIMP;PhosphoPoint;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;iPTMnet;phosphoELM_MIMP	ELM:17043241;HPRD:12569365;HPRD:9725910;ProtMapper:17043241;ProtMapper:21782001;ProtMapper:21799006;ProtMapper:21820033;ProtMapper:22275373;ProtMapper:23321516;ProtMapper:24424504;ProtMapper:24480624;ProtMapper:25691442;ProtMapper:25704883;ProtMapper:25950519;ProtMapper:26573794;ProtMapper:27450452;ProtMapper:28062857;ProtMapper:28415597;SIGNOR:21799006;iPTMnet:21799006
517	P00519	P05412	1	0	1	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;MIMP;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;RLIMS-P_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	HPRD-phos:10637231;HPRD:10637231;InnateDB:18619508;KEA:10637231;KEA:14757045;KEA:15302935;PhosphoSite:10637231;ProtMapper:10637231;ProtMapper:19818398;SIGNOR:10637231;iPTMnet:10637231
518	P48729	P10070	1	0	1	ACSN;NCI-PID_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;Wang	ACSN:16371461;ACSN:16611981;ACSN:18455992;ACSN:19797085;ACSN:21233202;ACSN:21536646;ACSN:7641885;ProtMapper:16611981;SIGNOR:16611981;SIGNOR:17419683
519	P50613	P10275	1	0	1	DIP;HPRD;HPRD_MIMP;MIMP;NetPath;PhosphoPoint;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;REACH_ProtMapper;SIGNOR;SIGNOR_ProtMapper;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_MIMP	DIP:10734072;HPRD:10734072;NetPath:10734072;ProtMapper:21157430;ProtMapper:21820033;ProtMapper:24424504;ProtMapper:25943391;ProtMapper:28638477;SIGNOR:21157430;iPTMnet:21157430
