	PC3	MCF7	A375	HA1E	HCC515	VCAP	HEPG2	HT29	A549
CPC016_HT29_6H:BRD-K05528470-305-01-4:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K05528470-305-01-4:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K06753942-001-06-1:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K06753942-001-06-1:10	0	1	0	0	0	0	0	0	0
CPC011_A375_6H:BRD-K06753942-001-11-1:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K06753942-001-06-1:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K06753942-001-06-1:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K06753942-001-06-1:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K06753942-001-06-1:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K06753942-001-06-1:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K06753942-001-06-1:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K07691486-001-04-9:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K07691486-001-04-9:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K07691486-001-04-9:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K07691486-001-04-9:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K07691486-001-04-9:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K07691486-001-04-9:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K07691486-001-04-9:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K07691486-001-04-9:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K07691486-001-04-9:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K10042277-001-04-3:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K10042277-001-04-3:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K10042277-001-04-3:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K10042277-001-04-3:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K10042277-001-04-3:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K10042277-001-04-3:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K10042277-001-04-3:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K10042277-001-04-3:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K10042277-001-04-3:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K10843433-001-12-8:10	1	0	0	0	0	0	0	0	0
CPD003_MCF7_6H:BRD-K10843433-001-15-1:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K10843433-001-12-8:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K10843433-001-12-8:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K10843433-001-12-8:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K10843433-001-12-8:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K10843433-001-12-8:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K10843433-001-12-8:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K10843433-001-12-8:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K12867552-001-01-3:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K12867552-001-01-3:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K12867552-001-01-3:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K12867552-001-01-3:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K12867552-001-01-3:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K12867552-001-01-3:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K12867552-001-01-3:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K12867552-001-01-3:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K12867552-001-01-3:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K13646352-001-01-2:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K13646352-001-01-2:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K13646352-001-01-2:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K13646352-001-01-2:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K13646352-001-01-2:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K13646352-001-01-2:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K13646352-001-01-2:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K13646352-001-01-2:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K13646352-001-01-2:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K16195444-003-13-8:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K16195444-001-01-7:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K16195444-001-01-7:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K16195444-003-13-8:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K16195444-003-13-8:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K16195444-003-13-8:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K16195444-001-01-7:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K16195444-001-01-7:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K16195444-001-01-7:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K18816859-001-01-4:10	1	0	0	0	0	0	0	0	0
CPC010_MCF7_6H:BRD-K18816859-002-04-6:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K18816859-001-01-4:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K18816859-001-01-4:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K18816859-001-01-4:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K18816859-001-01-4:10	0	0	0	0	0	1	0	0	0
CPC010_HEPG2_6H:BRD-K18816859-002-04-6:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K18816859-001-01-4:10	0	0	0	0	0	0	0	1	0
CPC010_A549_6H:BRD-K18816859-002-04-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K19284129-001-01-8:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K19284129-001-01-8:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K19284129-001-01-8:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K19284129-001-01-8:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K19284129-001-01-8:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K19284129-001-01-8:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K19284129-001-01-8:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K19284129-001-01-8:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K19284129-001-01-8:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K19605405-001-01-9:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K19605405-001-01-9:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K19605405-001-01-9:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K19605405-001-01-9:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K19605405-001-01-9:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K19605405-001-01-9:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K19605405-001-01-9:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K19605405-001-01-9:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K19605405-001-01-9:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K20287671-001-03-6:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K20287671-001-03-6:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K20287671-001-03-6:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K20287671-001-03-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K20287671-001-03-6:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K20287671-001-03-6:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K20287671-001-03-6:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K20287671-001-03-6:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K20287671-001-03-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K20755323-001-01-8:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K20755323-001-01-8:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K20755323-001-01-8:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K20755323-001-01-8:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K20755323-001-01-8:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K20755323-001-01-8:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K20755323-001-01-8:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K20755323-001-01-8:10	0	0	0	0	0	0	0	1	0
HOG002_A549_6H:BRD-K20755323-001-02-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K22010301-001-01-2:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K22010301-001-01-2:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K22010301-001-01-2:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K22010301-001-01-2:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K22010301-001-01-2:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K22010301-001-01-2:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K22010301-001-01-2:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K22010301-001-01-2:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K22010301-001-01-2:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K22385716-001-01-7:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K22385716-001-01-7:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K22385716-001-01-7:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K22385716-001-01-7:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K22385716-001-01-7:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K22385716-001-01-7:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K22385716-001-01-7:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K22385716-001-01-7:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K22385716-001-01-7:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K23383398-001-01-6:10	1	0	0	0	0	0	0	0	0
CPC010_MCF7_6H:BRD-K23383398-001-04-0:10	0	1	0	0	0	0	0	0	0
CPC010_A375_6H:BRD-K23383398-001-04-0:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K23383398-001-01-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K23383398-001-01-6:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K23383398-001-01-6:10	0	0	0	0	0	1	0	0	0
CPC010_HEPG2_6H:BRD-K23383398-001-04-0:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K23383398-001-01-6:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K23383398-001-01-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K24240364-003-02-1:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K24240364-003-02-1:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K24240364-003-02-1:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K24240364-003-02-1:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K24240364-003-02-1:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K24240364-003-02-1:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K24240364-003-02-1:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K24240364-003-02-1:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K24240364-003-02-1:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K24675965-001-02-5:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K24675965-001-02-5:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K24675965-001-02-5:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K24675965-001-02-5:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K24675965-001-02-5:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K24675965-001-02-5:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K24675965-001-02-5:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K24675965-001-02-5:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K24675965-001-02-5:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K31792052-004-01-9:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K31792052-004-01-9:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K31792052-004-01-9:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K31792052-004-01-9:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K31792052-004-01-9:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K31792052-004-01-9:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K31792052-004-01-9:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K31792052-004-01-9:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K31792052-004-01-9:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K31843556-001-01-7:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K31843556-001-01-7:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K31843556-001-01-7:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K31843556-001-01-7:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K31843556-001-01-7:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K31843556-001-01-7:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K31843556-001-01-7:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K31843556-001-01-7:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K31843556-001-01-7:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K33864865-001-01-7:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K33864865-001-01-7:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K33864865-001-01-7:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K33864865-001-01-7:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K33864865-001-01-7:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K33864865-001-01-7:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K33864865-001-01-7:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K33864865-001-01-7:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K33864865-001-01-7:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K34608650-001-01-6:10	1	0	0	0	0	0	0	0	0
CPC018_MCF7_6H:BRD-K34608650-001-01-6:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K34608650-001-01-6:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K34608650-001-01-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K34608650-001-01-6:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K34608650-001-01-6:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K34608650-001-01-6:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K34608650-001-01-6:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K34608650-001-01-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K35559145-050-03-6:10	1	0	0	0	0	0	0	0	0
CPD002_MCF7_6H:BRD-K35559145-103-01-7:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K35559145-050-03-6:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K35559145-050-03-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K35559145-050-03-6:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K35559145-050-03-6:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K35559145-050-03-6:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K35559145-050-03-6:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K35559145-050-03-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K37312348-001-06-9:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K37312348-001-06-9:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K37312348-001-06-9:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K37312348-001-06-9:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K37312348-001-06-9:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K37312348-001-06-9:10	0	0	0	0	0	1	0	0	0
CVD001_HEPG2_6H:BRD-K37312348-001-05-1:15.3	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K37312348-001-06-9:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K37312348-001-06-9:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K43330982-001-01-5:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K43330982-001-01-5:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K43330982-001-01-5:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K43330982-001-01-5:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K43330982-001-01-5:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K43330982-001-01-5:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K43330982-001-01-5:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K43330982-001-01-5:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K43330982-001-01-5:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K47598052-001-06-7:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K47598052-001-06-7:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K47598052-001-06-7:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K47598052-001-06-7:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K47598052-001-06-7:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K47598052-001-06-7:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K47598052-001-06-7:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K47598052-001-06-7:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K47598052-001-06-7:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K47639036-003-03-3:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K47639036-003-03-3:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K47639036-003-03-3:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K47639036-003-03-3:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K47639036-003-03-3:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K47639036-003-03-3:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K47639036-003-03-3:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K47639036-003-03-3:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K47639036-003-03-3:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K49671696-045-03-6:10	1	0	0	0	0	0	0	0	0
CPD001_MCF7_6H:BRD-K49671696-347-03-6:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K49671696-045-03-6:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K49671696-045-03-6:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K49671696-045-03-6:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K49671696-045-03-6:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K49671696-045-03-6:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K49671696-045-03-6:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K49671696-045-03-6:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K50018155-003-01-3:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K50018155-003-01-3:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K50018155-003-01-3:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K50018155-003-01-3:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K50018155-003-01-3:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K50018155-003-01-3:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K50018155-003-01-3:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K50018155-003-01-3:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K50018155-003-01-3:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K50388907-001-15-5:10	1	0	0	0	0	0	0	0	0
CPD001_MCF7_6H:BRD-K50388907-001-22-1:10	0	1	0	0	0	0	0	0	0
CPC018_A375_6H:BRD-K50388907-001-15-5:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K50388907-001-15-5:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K50388907-001-15-5:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K50388907-001-15-5:10	0	0	0	0	0	1	0	0	0
CPC018_HEPG2_6H:BRD-K50388907-001-15-5:10	0	0	0	0	0	0	1	0	0
CPC018_HT29_6H:BRD-K50388907-001-15-5:10	0	0	0	0	0	0	0	1	0
CPC018_A549_6H:BRD-K50388907-001-15-5:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K51918615-303-01-1:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K51918615-303-01-1:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K51918615-303-01-1:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K51918615-303-01-1:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K51918615-303-01-1:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K51918615-303-01-1:10	0	0	0	0	0	1	0	0	0
CPC017_HEPG2_6H:BRD-K51918615-303-01-1:10	0	0	0	0	0	0	1	0	0
CPC017_HT29_6H:BRD-K51918615-303-01-1:10	0	0	0	0	0	0	0	1	0
CPC017_A549_6H:BRD-K51918615-303-01-1:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K53913732-001-01-8:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K53913732-001-01-8:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K53913732-001-01-8:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K53913732-001-01-8:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K53913732-001-01-8:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K53913732-001-01-8:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K53913732-001-01-8:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K53913732-001-01-8:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K53913732-001-01-8:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K54330070-001-07-1:10	1	0	0	0	0	0	0	0	0
CPC016_MCF7_6H:BRD-K54330070-001-07-1:10	0	1	0	0	0	0	0	0	0
CPC016_A375_6H:BRD-K54330070-001-07-1:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K54330070-001-07-1:10	0	0	0	1	0	0	0	0	0
CPC002_HCC515_6H:BRD-K54330070-001-07-1:10	0	0	0	0	1	0	0	0	0
CPC002_VCAP_6H:BRD-K54330070-001-07-1:10	0	0	0	0	0	1	0	0	0
CPC016_HEPG2_6H:BRD-K54330070-001-07-1:10	0	0	0	0	0	0	1	0	0
CPC016_HT29_6H:BRD-K54330070-001-07-1:10	0	0	0	0	0	0	0	1	0
CPC016_A549_6H:BRD-K54330070-001-07-1:10	0	0	0	0	0	0	0	0	1
CPC002_PC3_6H:BRD-K60298136-001-01-7:10	1	0	0	0	0	0	0	0	0
CPC017_MCF7_6H:BRD-K60298136-001-01-7:10	0	1	0	0	0	0	0	0	0
CPC017_A375_6H:BRD-K60298136-001-01-7:10	0	0	1	0	0	0	0	0	0
CPC002_HA1E_6H:BRD-K60298136-001-01-7:10	0	0	0	1	0	0	0	0	0
